('21-03-08 00:39:49.77864', 89, 61, 57, 60, 95, 72, 51, 56)
('21-03-08 00:39:49.80046', 85, 57, 59, 57, 97, 72, 54, 61)
('21-03-08 00:39:49.82267', 87, 49, 56, 58, 93, 82, 58, 63)
('21-03-08 00:39:49.84613', 83, 48, 50, 54, 85, 80, 68, 61)
('21-03-08 00:39:49.86066', 75, 53, 50, 53, 82, 85, 73, 65)
('21-03-08 00:39:49.88274', 69, 53, 54, 48, 78, 81, 76, 63)
('21-03-08 00:39:49.90594', 67, 55, 50, 55, 74, 80, 76, 62)
('21-03-08 00:39:49.92247', 59, 64, 52, 52, 65, 71, 72, 63)
('21-03-08 00:39:49.94328', 56, 61, 52, 56, 65, 66, 63, 64)
('21-03-08 00:39:49.96548', 53, 57, 52, 52, 66, 64, 57, 56)
('21-03-08 00:39:49.98014', 52, 57, 46, 54, 64, 56, 45, 57)
('21-03-08 00:39:50.00295', 54, 53, 50, 44, 64, 54, 41, 53)
('21-03-08 00:39:50.02543', 53, 41, 47, 46, 61, 50, 34, 53)
('21-03-08 00:39:50.04897', 52, 41, 46, 42, 59, 55, 37, 55)
('21-03-08 00:39:50.06288', 52, 40, 48, 41, 64, 54, 46, 55)
('21-03-08 00:39:50.08544', 55, 41, 49, 44, 72, 54, 49, 51)
('21-03-08 00:39:50.10882', 62, 66, 46, 48, 104, 75, 53, 49)
('21-03-08 00:39:50.12479', 74, 69, 46, 56, 104, 77, 54, 51)
('21-03-08 00:39:50.14515', 100, 96, 57, 80, 116, 82, 56, 47)
('21-03-08 00:39:50.16871', 154, 123, 62, 100, 122, 109, 52, 54)
('21-03-08 00:39:50.18286', 182, 136, 65, 112, 140, 120, 51, 60)
('21-03-08 00:39:50.20638', 219, 148, 73, 116, 148, 116, 46, 65)
('21-03-08 00:39:50.22897', 221, 159, 74, 117, 159, 117, 49, 73)
('21-03-08 00:39:50.25250', 214, 148, 69, 108, 156, 115, 47, 73)
('21-03-08 00:39:50.26520', 191, 132, 63, 94, 166, 103, 46, 68)
('21-03-08 00:39:50.29029', 171, 121, 65, 81, 151, 93, 46, 67)
('21-03-08 00:39:50.31169', 116, 94, 56, 75, 125, 83, 49, 65)
('21-03-08 00:39:50.32546', 112, 75, 52, 69, 117, 78, 45, 51)
('21-03-08 00:39:50.34935', 106, 71, 47, 59, 112, 74, 44, 50)
('21-03-08 00:39:50.37235', 85, 58, 52, 52, 85, 55, 45, 55)
('21-03-08 00:39:50.38516', 64, 58, 43, 50, 86, 52, 46, 50)
('21-03-08 00:39:50.40825', 63, 58, 41, 48, 79, 53, 46, 48)
('21-03-08 00:39:50.43126', 59, 55, 43, 52, 67, 56, 48, 50)
('21-03-08 00:39:50.44657', 64, 58, 45, 54, 79, 62, 54, 52)
('21-03-08 00:39:50.46849', 63, 61, 41, 54, 90, 62, 56, 54)
('21-03-08 00:39:50.49141', 68, 58, 49, 52, 85, 70, 70, 55)
('21-03-08 00:39:50.50617', 69, 57, 52, 53, 106, 81, 79, 66)
('21-03-08 00:39:50.52864', 68, 56, 52, 52, 111, 91, 86, 68)
('21-03-08 00:39:50.55101', 77, 65, 53, 51, 102, 92, 87, 74)
('21-03-08 00:39:50.56546', 82, 66, 58, 58, 110, 94, 91, 71)
('21-03-08 00:39:50.59126', 87, 66, 57, 62, 111, 92, 81, 73)
('21-03-08 00:39:50.61163', 86, 66, 56, 61, 91, 86, 75, 67)
('21-03-08 00:39:50.62502', 96, 66, 57, 59, 84, 74, 66, 64)
('21-03-08 00:39:50.64946', 85, 63, 56, 56, 87, 66, 62, 56)
('21-03-08 00:39:50.67104', 83, 58, 50, 49, 72, 64, 54, 53)
('21-03-08 00:39:50.68613', 80, 57, 47, 45, 73, 61, 53, 51)
('21-03-08 00:39:50.70926', 88, 62, 44, 48, 88, 58, 49, 50)
('21-03-08 00:39:50.73064', 72, 63, 45, 48, 88, 58, 50, 66)
('21-03-08 00:39:50.74698', 72, 51, 46, 51, 82, 61, 48, 65)
('21-03-08 00:39:50.76844', 69, 50, 46, 52, 78, 61, 51, 67)
('21-03-08 00:39:50.79150', 63, 51, 43, 55, 72, 58, 54, 65)
('21-03-08 00:39:50.80903', 59, 43, 45, 55, 55, 56, 56, 64)
('21-03-08 00:39:50.82844', 63, 47, 40, 59, 66, 59, 55, 50)
('21-03-08 00:39:50.85084', 63, 50, 38, 59, 89, 57, 57, 54)
('21-03-08 00:39:50.86534', 97, 67, 42, 58, 89, 55, 51, 59)
('21-03-08 00:39:50.88866', 101, 71, 47, 54, 90, 53, 47, 64)
('21-03-08 00:39:50.91129', 99, 71, 48, 53, 99, 52, 44, 61)
('21-03-08 00:39:50.92503', 113, 72, 50, 54, 95, 52, 41, 60)
('21-03-08 00:39:50.94945', 120, 126, 52, 71, 94, 63, 35, 57)
('21-03-08 00:39:50.97117', 119, 127, 53, 81, 121, 72, 35, 66)
('21-03-08 00:39:50.98560', 121, 144, 51, 81, 131, 78, 37, 65)
('21-03-08 00:39:51.00830', 134, 157, 56, 93, 129, 88, 46, 69)
('21-03-08 00:39:51.03207', 126, 160, 57, 92, 141, 93, 52, 71)
('21-03-08 00:39:51.04506', 126, 131, 55, 82, 139, 98, 61, 76)
('21-03-08 00:39:51.06955', 108, 147, 55, 75, 126, 118, 69, 72)
('21-03-08 00:39:51.09113', 124, 154, 73, 111, 131, 159, 100, 83)
('21-03-08 00:39:51.10705', 111, 151, 71, 139, 175, 166, 130, 100)
('21-03-08 00:39:51.12844', 108, 150, 70, 139, 187, 182, 170, 126)
('21-03-08 00:39:51.15895', 114, 145, 84, 146, 187, 198, 201, 143)
('21-03-08 00:39:51.16520', 128, 131, 85, 145, 194, 197, 231, 171)
('21-03-08 00:39:51.18869', 117, 100, 71, 126, 197, 173, 240, 187)
('21-03-08 00:39:51.21202', 125, 86, 88, 89, 159, 176, 242, 195)
('21-03-08 00:39:51.23467', 143, 85, 90, 84, 145, 170, 239, 205)
('21-03-08 00:39:51.24757', 139, 79, 80, 70, 137, 152, 228, 205)
('21-03-08 00:39:51.27115', 134, 96, 77, 72, 130, 147, 214, 193)
('21-03-08 00:39:51.29363', 139, 95, 83, 69, 126, 150, 203, 179)
('21-03-08 00:39:51.30809', 140, 99, 62, 74, 141, 144, 186, 167)
('21-03-08 00:39:51.33081', 126, 122, 58, 83, 131, 133, 155, 132)
('21-03-08 00:39:51.35486', 150, 146, 59, 100, 136, 127, 129, 114)
('21-03-08 00:39:51.36786', 170, 147, 58, 118, 128, 124, 96, 93)
('21-03-08 00:39:51.39117', 234, 187, 50, 125, 131, 116, 71, 85)
('21-03-08 00:39:51.41342', 239, 199, 50, 124, 123, 115, 56, 74)
('21-03-08 00:39:51.43746', 244, 191, 50, 123, 147, 112, 64, 92)
('21-03-08 00:39:51.45097', 236, 187, 42, 113, 147, 113, 68, 97)
('21-03-08 00:39:51.47357', 232, 193, 49, 99, 157, 105, 74, 106)
('21-03-08 00:39:51.48866', 184, 180, 54, 89, 146, 93, 75, 102)
('21-03-08 00:39:51.51995', 185, 182, 61, 93, 152, 101, 74, 103)
('21-03-08 00:39:51.53359', 178, 178, 61, 99, 146, 99, 66, 91)
('21-03-08 00:39:51.54775', 183, 183, 64, 114, 182, 123, 63, 83)
('21-03-08 00:39:51.57573', 218, 291, 106, 187, 324, 372, 130, 138)
('21-03-08 00:39:51.59378', 238, 328, 111, 205, 357, 446, 134, 145)
('21-03-08 00:39:51.60921', 250, 336, 112, 204, 355, 452, 144, 149)
('21-03-08 00:39:51.63131', 253, 350, 113, 199, 350, 457, 147, 153)
('21-03-08 00:39:51.65485', 243, 356, 116, 191, 336, 456, 147, 155)
('21-03-08 00:39:51.66766', 193, 271, 77, 116, 193, 293, 91, 103)
('21-03-08 00:39:51.69089', 136, 230, 66, 106, 128, 165, 81, 103)
('21-03-08 00:39:51.71391', 89, 223, 67, 113, 115, 135, 61, 95)
('21-03-08 00:39:51.72771', 76, 222, 67, 122, 112, 113, 57, 89)
('21-03-08 00:39:51.75077', 69, 210, 94, 128, 101, 88, 57, 85)
('21-03-08 00:39:51.77376', 74, 199, 100, 140, 108, 81, 55, 81)
('21-03-08 00:39:51.78861', 82, 175, 102, 134, 97, 74, 58, 67)
('21-03-08 00:39:51.81087', 81, 150, 100, 129, 98, 78, 63, 79)
('21-03-08 00:39:51.83346', 87, 119, 100, 122, 103, 108, 66, 85)
('21-03-08 00:39:51.84754', 100, 100, 82, 133, 103, 155, 68, 85)
('21-03-08 00:39:51.87429', 122, 98, 84, 121, 96, 161, 70, 84)
('21-03-08 00:39:51.89374', 126, 119, 87, 126, 106, 162, 66, 85)
('21-03-08 00:39:51.90937', 216, 139, 119, 137, 113, 181, 62, 78)
('21-03-08 00:39:51.93196', 277, 156, 191, 216, 135, 189, 63, 81)
('21-03-08 00:39:51.95431', 431, 243, 283, 369, 264, 224, 75, 131)
('21-03-08 00:39:51.96760', 677, 550, 553, 589, 544, 470, 134, 369)
('21-03-08 00:39:51.99093', 802, 701, 625, 750, 695, 543, 151, 403)
('21-03-08 00:39:52.01379', 875, 812, 671, 780, 722, 586, 153, 408)
('21-03-08 00:39:52.02786', 909, 875, 689, 783, 753, 595, 154, 418)
('21-03-08 00:39:52.05232', 864, 878, 672, 736, 728, 579, 152, 414)
('21-03-08 00:39:52.07350', 707, 745, 502, 584, 557, 414, 103, 235)
('21-03-08 00:39:52.08977', 569, 609, 425, 371, 366, 315, 74, 188)
('21-03-08 00:39:52.11190', 420, 447, 347, 307, 314, 215, 68, 176)
('21-03-08 00:39:52.13379', 299, 302, 289, 252, 216, 166, 61, 148)
('21-03-08 00:39:52.15572', 244, 228, 269, 221, 184, 143, 58, 123)
('21-03-08 00:39:52.17138', 168, 162, 348, 493, 172, 112, 63, 112)
('21-03-08 00:39:52.19419', 144, 127, 351, 707, 156, 105, 75, 88)
('21-03-08 00:39:52.21614', 261, 224, 385, 752, 208, 119, 85, 100)
('21-03-08 00:39:52.23141', 287, 241, 396, 930, 240, 141, 93, 119)
('21-03-08 00:39:52.25366', 289, 259, 388, 936, 255, 153, 96, 125)
('21-03-08 00:39:52.27619', 319, 261, 293, 838, 260, 159, 95, 123)
('21-03-08 00:39:52.29023', 343, 268, 298, 673, 275, 177, 98, 123)
('21-03-08 00:39:52.31331', 269, 205, 260, 675, 235, 170, 106, 117)
('21-03-08 00:39:52.33774', 257, 178, 233, 447, 198, 170, 107, 101)
('21-03-08 00:39:52.35098', 262, 153, 230, 447, 180, 163, 109, 97)
('21-03-08 00:39:52.37342', 229, 155, 221, 425, 171, 153, 109, 99)
('21-03-08 00:39:52.39624', 192, 142, 172, 405, 121, 129, 107, 106)
('21-03-08 00:39:52.41100', 178, 123, 134, 312, 116, 126, 98, 100)
('21-03-08 00:39:52.43339', 141, 116, 125, 231, 112, 104, 91, 98)
('21-03-08 00:39:52.45571', 121, 108, 121, 185, 101, 93, 81, 93)
('21-03-08 00:39:52.47068', 102, 83, 90, 154, 85, 89, 79, 91)
('21-03-08 00:39:52.49499', 96, 74, 90, 123, 77, 91, 65, 75)
('21-03-08 00:39:52.51620', 80, 73, 93, 97, 78, 78, 60, 72)
('21-03-08 00:39:52.53027', 75, 79, 86, 74, 80, 73, 55, 64)
('21-03-08 00:39:52.55594', 70, 82, 74, 71, 78, 68, 55, 61)
('21-03-08 00:39:52.57614', 70, 86, 69, 63, 79, 74, 48, 56)
('21-03-08 00:39:52.59080', 66, 89, 69, 62, 86, 69, 51, 58)
('21-03-08 00:39:52.61368', 67, 84, 62, 55, 81, 67, 55, 53)
('21-03-08 00:39:52.63724', 65, 76, 56, 57, 86, 64, 53, 52)
('21-03-08 00:39:52.65093', 68, 68, 52, 61, 90, 68, 49, 57)
('21-03-08 00:39:52.67344', 70, 64, 54, 62, 86, 63, 52, 56)
('21-03-08 00:39:52.69600', 65, 59, 52, 69, 80, 56, 53, 56)
('21-03-08 00:39:52.71859', 64, 56, 48, 73, 89, 51, 50, 61)
('21-03-08 00:39:52.74121', 66, 55, 53, 76, 83, 53, 53, 65)
('21-03-08 00:39:52.75614', 67, 52, 55, 74, 78, 50, 59, 62)
('21-03-08 00:39:52.77026', 78, 66, 67, 79, 80, 55, 62, 73)
('21-03-08 00:39:52.79363', 89, 80, 72, 76, 88, 62, 73, 85)
('21-03-08 00:39:52.82370', 116, 89, 79, 72, 86, 73, 79, 94)
('21-03-08 00:39:52.83018', 132, 101, 82, 69, 85, 77, 80, 99)
('21-03-08 00:39:52.85349', 158, 114, 85, 68, 94, 86, 82, 104)
('21-03-08 00:39:52.87586', 172, 125, 79, 66, 104, 83, 83, 97)
('21-03-08 00:39:52.89133', 182, 126, 85, 83, 111, 81, 76, 103)
('21-03-08 00:39:52.91345', 174, 143, 84, 85, 131, 86, 70, 92)
('21-03-08 00:39:52.93681', 168, 140, 86, 104, 147, 94, 72, 91)
('21-03-08 00:39:52.95090', 145, 136, 83, 108, 149, 94, 73, 87)
('21-03-08 00:39:52.97414', 134, 130, 91, 106, 141, 96, 67, 84)
('21-03-08 00:39:52.99623', 122, 136, 87, 99, 152, 99, 70, 69)
('21-03-08 00:39:53.01027', 119, 121, 98, 104, 146, 89, 69, 68)
('21-03-08 00:39:53.03408', 133, 138, 100, 87, 134, 75, 64, 66)
('21-03-08 00:39:53.05681', 144, 138, 100, 82, 131, 68, 58, 65)
('21-03-08 00:39:53.07163', 144, 134, 101, 87, 136, 76, 61, 68)
('21-03-08 00:39:53.09402', 151, 124, 108, 84, 119, 75, 59, 68)
('21-03-08 00:39:53.11585', 148, 130, 101, 80, 105, 74, 60, 70)
('21-03-08 00:39:53.13841', 126, 119, 106, 82, 111, 80, 62, 65)
('21-03-08 00:39:53.15491', 115, 144, 115, 82, 116, 78, 62, 64)
('21-03-08 00:39:53.17599', 98, 171, 117, 93, 114, 67, 58, 64)
('21-03-08 00:39:53.19892', 76, 222, 124, 94, 107, 65, 54, 61)
('21-03-08 00:39:53.21365', 80, 250, 203, 103, 110, 72, 56, 61)
('21-03-08 00:39:53.23609', 139, 357, 662, 101, 100, 73, 66, 73)
('21-03-08 00:39:53.26006', 148, 371, 870, 106, 93, 89, 84, 79)
('21-03-08 00:39:53.27482', 154, 518, 984, 103, 100, 98, 94, 82)
('21-03-08 00:39:53.29623', 160, 540, 1082, 102, 106, 104, 101, 84)
('21-03-08 00:39:53.31933', 174, 560, 1174, 100, 109, 105, 101, 82)
('21-03-08 00:39:53.33357', 146, 540, 1070, 117, 119, 105, 97, 80)
('21-03-08 00:39:53.35863', 152, 538, 1010, 116, 115, 95, 87, 70)
('21-03-08 00:39:53.37864', 153, 391, 948, 111, 108, 88, 82, 69)
('21-03-08 00:39:53.39353', 147, 344, 881, 115, 106, 86, 80, 74)
('21-03-08 00:39:53.41654', 127, 285, 759, 110, 99, 86, 79, 74)
('21-03-08 00:39:53.43877', 113, 203, 659, 95, 86, 81, 75, 70)
('21-03-08 00:39:53.45400', 91, 166, 509, 93, 98, 75, 70, 74)
('21-03-08 00:39:53.47582', 77, 156, 426, 88, 96, 78, 68, 72)
('21-03-08 00:39:53.49867', 76, 130, 330, 83, 93, 69, 64, 68)
('21-03-08 00:39:53.51270', 77, 132, 279, 86, 94, 66, 60, 69)
('21-03-08 00:39:53.53673', 74, 128, 235, 87, 94, 65, 62, 63)
('21-03-08 00:39:53.55874', 81, 128, 189, 88, 80, 72, 63, 60)
('21-03-08 00:39:53.57391', 84, 146, 151, 93, 80, 69, 61, 62)
('21-03-08 00:39:53.59671', 80, 169, 103, 94, 87, 72, 59, 60)
('21-03-08 00:39:53.61998', 90, 180, 87, 92, 88, 71, 61, 59)
('21-03-08 00:39:53.63274', 91, 191, 79, 84, 82, 73, 61, 62)
('21-03-08 00:39:53.65875', 88, 204, 68, 80, 87, 67, 67, 63)
('21-03-08 00:39:53.67955', 84, 194, 71, 82, 92, 68, 66, 61)
('21-03-08 00:39:53.69305', 86, 179, 85, 76, 83, 69, 69, 61)
('21-03-08 00:39:53.71655', 73, 189, 100, 74, 82, 71, 67, 64)
('21-03-08 00:39:53.73897', 70, 186, 133, 79, 84, 67, 65, 65)
('21-03-08 00:39:53.75345', 65, 206, 165, 81, 90, 69, 56, 67)
('21-03-08 00:39:53.77634', 67, 221, 179, 74, 85, 65, 54, 69)
('21-03-08 00:39:53.79912', 68, 237, 184, 81, 97, 68, 50, 74)
('21-03-08 00:39:53.81271', 70, 226, 180, 76, 93, 68, 50, 72)
('21-03-08 00:39:53.83601', 82, 222, 160, 75, 100, 69, 48, 70)
('21-03-08 00:39:53.85939', 81, 192, 130, 84, 94, 65, 47, 68)
('21-03-08 00:39:53.87337', 84, 172, 109, 86, 93, 66, 47, 66)
('21-03-08 00:39:53.89637', 89, 149, 93, 89, 93, 64, 52, 59)
('21-03-08 00:39:53.91935', 86, 142, 83, 96, 96, 67, 50, 57)
('21-03-08 00:39:53.93343', 77, 131, 80, 96, 95, 69, 49, 56)
('21-03-08 00:39:53.95795', 75, 123, 78, 86, 93, 72, 50, 59)
('21-03-08 00:39:53.97865', 71, 136, 77, 91, 97, 81, 54, 64)
('21-03-08 00:39:53.99281', 60, 131, 79, 87, 87, 79, 50, 64)
('21-03-08 00:39:54.01615', 63, 123, 85, 80, 80, 74, 57, 63)
('21-03-08 00:39:54.03941', 58, 117, 122, 82, 79, 74, 58, 63)
('21-03-08 00:39:54.06179', 77, 160, 155, 86, 82, 76, 66, 66)
('21-03-08 00:39:54.07610', 96, 232, 171, 79, 77, 77, 82, 78)
('21-03-08 00:39:54.10108', 113, 288, 169, 86, 93, 91, 99, 91)
('21-03-08 00:39:54.12185', 115, 306, 307, 97, 104, 107, 108, 99)
('21-03-08 00:39:54.13811', 128, 424, 660, 112, 114, 116, 116, 113)
('21-03-08 00:39:54.15872', 139, 871, 895, 115, 118, 117, 116, 110)
('21-03-08 00:39:54.18174', 134, 1180, 1019, 115, 125, 114, 107, 102)
('21-03-08 00:39:54.19619', 123, 1335, 1171, 115, 118, 103, 94, 92)
('21-03-08 00:39:54.21916', 125, 1359, 1201, 105, 110, 84, 79, 86)
('21-03-08 00:39:54.24138', 118, 1335, 1065, 89, 114, 83, 78, 75)
('21-03-08 00:39:54.25756', 96, 1094, 876, 85, 113, 86, 79, 76)
('21-03-08 00:39:54.27984', 91, 730, 729, 84, 112, 86, 77, 69)
('21-03-08 00:39:54.30241', 91, 626, 446, 83, 117, 87, 81, 66)
('21-03-08 00:39:54.31531', 91, 859, 262, 93, 131, 99, 87, 69)
('21-03-08 00:39:54.33949', 83, 1032, 727, 95, 127, 90, 79, 64)
('21-03-08 00:39:54.36191', 144, 1127, 894, 96, 131, 84, 77, 65)
('21-03-08 00:39:54.37510', 246, 1160, 1089, 118, 165, 95, 81, 83)
('21-03-08 00:39:54.39880', 312, 1051, 1262, 139, 225, 105, 98, 95)
('21-03-08 00:39:54.42240', 381, 859, 1294, 135, 240, 113, 103, 107)
('21-03-08 00:39:54.43679', 400, 645, 1140, 134, 242, 132, 109, 107)
('21-03-08 00:39:54.45909', 399, 461, 1047, 138, 240, 134, 114, 123)
('21-03-08 00:39:54.48060', 351, 378, 856, 126, 226, 131, 109, 116)
('21-03-08 00:39:54.49520', 305, 331, 574, 99, 166, 126, 89, 108)
('21-03-08 00:39:54.52053', 219, 239, 495, 98, 139, 114, 78, 92)
('21-03-08 00:39:54.54138', 184, 188, 351, 98, 139, 94, 66, 96)
('21-03-08 00:39:54.55580', 149, 199, 511, 96, 146, 106, 78, 89)
('21-03-08 00:39:54.57861', 152, 188, 908, 103, 168, 129, 100, 114)
('21-03-08 00:39:54.60295', 133, 177, 1057, 120, 170, 134, 114, 123)
('21-03-08 00:39:54.61516', 124, 172, 1195, 142, 170, 135, 126, 134)
('21-03-08 00:39:54.63827', 134, 159, 1295, 144, 165, 146, 133, 136)
('21-03-08 00:39:54.66167', 130, 127, 1314, 142, 161, 138, 125, 128)
('21-03-08 00:39:54.67497', 103, 112, 1360, 140, 120, 114, 111, 102)
('21-03-08 00:39:54.69839', 104, 113, 1359, 136, 113, 105, 99, 94)
('21-03-08 00:39:54.72113', 104, 102, 1311, 120, 116, 106, 87, 87)
('21-03-08 00:39:54.73538', 87, 98, 1276, 120, 112, 93, 78, 79)
('21-03-08 00:39:54.76630', 82, 89, 1234, 116, 102, 87, 70, 75)
('21-03-08 00:39:54.78105', 92, 90, 938, 115, 107, 86, 72, 83)
('21-03-08 00:39:54.79539', 90, 82, 782, 101, 102, 84, 69, 76)
('21-03-08 00:39:54.81842', 86, 80, 681, 97, 93, 80, 66, 75)
('21-03-08 00:39:54.84099', 87, 72, 564, 92, 97, 77, 64, 76)
('21-03-08 00:39:54.85589', 91, 78, 490, 103, 108, 81, 66, 79)
('21-03-08 00:39:54.87861', 82, 84, 512, 93, 107, 81, 60, 72)
('21-03-08 00:39:54.90131', 76, 87, 625, 95, 113, 91, 61, 76)
('21-03-08 00:39:54.91531', 73, 87, 644, 91, 112, 89, 61, 68)
('21-03-08 00:39:54.94038', 75, 87, 692, 88, 109, 88, 66, 69)
('21-03-08 00:39:54.96157', 79, 83, 676, 80, 103, 95, 73, 69)
('21-03-08 00:39:54.98361', 79, 75, 618, 80, 104, 93, 72, 71)
('21-03-08 00:39:54.99849', 82, 79, 505, 83, 107, 87, 72, 74)
('21-03-08 00:39:55.02296', 81, 82, 440, 86, 106, 84, 69, 79)
('21-03-08 00:39:55.04403', 81, 85, 335, 91, 111, 87, 67, 79)
('21-03-08 00:39:55.05899', 76, 84, 241, 83, 107, 79, 60, 77)
('21-03-08 00:39:55.08122', 76, 83, 274, 84, 105, 81, 60, 73)
('21-03-08 00:39:55.10374', 74, 82, 326, 85, 113, 77, 65, 69)
('21-03-08 00:39:55.12599', 75, 81, 410, 80, 122, 78, 66, 66)
('21-03-08 00:39:55.14265', 85, 83, 424, 84, 122, 82, 66, 69)
('21-03-08 00:39:55.16356', 91, 82, 423, 94, 131, 87, 70, 72)
('21-03-08 00:39:55.18289', 94, 85, 394, 101, 139, 87, 71, 73)
('21-03-08 00:39:55.20201', 97, 92, 321, 98, 128, 92, 70, 70)
('21-03-08 00:39:55.22430', 95, 92, 204, 101, 121, 90, 70, 67)
('21-03-08 00:39:55.23919', 86, 87, 281, 95, 120, 83, 69, 60)
('21-03-08 00:39:55.26133', 78, 85, 285, 85, 109, 78, 66, 59)
('21-03-08 00:39:55.28362', 81, 83, 289, 81, 101, 80, 69, 64)
('21-03-08 00:39:55.29827', 79, 75, 288, 88, 108, 79, 66, 72)
('21-03-08 00:39:55.32230', 82, 78, 284, 85, 109, 79, 66, 72)
('21-03-08 00:39:55.34372', 81, 78, 174, 87, 104, 79, 71, 75)
('21-03-08 00:39:55.35881', 89, 88, 161, 96, 120, 79, 73, 78)
('21-03-08 00:39:55.38092', 86, 88, 119, 90, 122, 73, 74, 74)
('21-03-08 00:39:55.40451', 84, 83, 104, 84, 116, 73, 77, 78)
('21-03-08 00:39:55.41772', 79, 79, 104, 87, 114, 82, 81, 79)
('21-03-08 00:39:55.44117', 86, 83, 92, 86, 109, 80, 74, 75)
('21-03-08 00:39:55.46349', 79, 75, 78, 89, 103, 83, 73, 74)
('21-03-08 00:39:55.47885', 76, 79, 74, 89, 97, 87, 71, 77)
('21-03-08 00:39:55.50111', 73, 79, 79, 87, 99, 82, 69, 68)
('21-03-08 00:39:55.52381', 71, 83, 81, 88, 95, 78, 66, 71)
('21-03-08 00:39:55.54024', 72, 86, 86, 93, 114, 93, 78, 83)
('21-03-08 00:39:55.56168', 69, 85, 87, 86, 110, 92, 78, 79)
('21-03-08 00:39:55.58447', 72, 82, 88, 87, 112, 92, 80, 77)
('21-03-08 00:39:55.59876', 74, 85, 87, 96, 125, 94, 86, 79)
('21-03-08 00:39:55.62555', 82, 93, 99, 102, 130, 95, 88, 77)
('21-03-08 00:39:55.64385', 75, 90, 99, 96, 124, 80, 78, 66)
('21-03-08 00:39:55.65762', 89, 87, 103, 94, 119, 79, 78, 72)
('21-03-08 00:39:55.68910', 91, 90, 114, 98, 121, 75, 74, 74)
('21-03-08 00:39:55.70434', 88, 87, 112, 88, 103, 69, 66, 74)
('21-03-08 00:39:55.71912', 86, 73, 102, 78, 105, 66, 61, 74)
('21-03-08 00:39:55.74835', 86, 72, 109, 81, 94, 68, 63, 74)
('21-03-08 00:39:55.76411', 76, 75, 100, 82, 100, 74, 64, 74)
('21-03-08 00:39:55.77745', 70, 75, 99, 77, 95, 72, 64, 70)
('21-03-08 00:39:55.80051', 75, 78, 110, 85, 104, 81, 65, 70)
('21-03-08 00:39:55.82284', 75, 78, 112, 87, 110, 84, 66, 71)
('21-03-08 00:39:55.84506', 78, 85, 117, 87, 118, 88, 70, 73)
('21-03-08 00:39:55.86412', 93, 96, 342, 87, 111, 83, 68, 71)
('21-03-08 00:39:55.88313', 110, 94, 485, 83, 111, 84, 71, 71)
('21-03-08 00:39:55.90680', 111, 100, 627, 84, 103, 79, 69, 69)
('21-03-08 00:39:55.92396', 126, 102, 818, 84, 104, 73, 69, 73)
('21-03-08 00:39:55.94288', 148, 124, 1142, 90, 117, 78, 73, 80)
